#{"t_start": 1781470546.0897222, "env_id": "None"}
r,l,t,laps_completed,last_lap_time,progress_distance,distance_raced,mean_throttle,mean_brake,mean_speed,max_speed,termination_reason
-402.00955,150,2.31515,0,nan,5.3479,5.3479,0.25584935188293456,0.24352570017178854,6.450268858000001,15.9541,low_progress
-401.37045,150,2.940376,0,nan,5.80933,5.80933,0.2482708199818929,0.20731788555781047,6.984222424666667,15.9128,low_progress
-402.51288,150,3.570488,0,nan,4.46313,4.46313,0.24658003330230713,0.24030781348546346,5.3619775673333345,16.2855,low_progress
-401.80777,150,4.203166,0,nan,5.14063,5.14063,0.26336138089497885,0.2356097976366679,6.186202832666666,16.479,low_progress
-401.27527,150,4.834402,0,nan,5.64868,5.64868,0.23682001272837322,0.2637286444505056,6.787950167333335,16.2239,low_progress
-401.82114,150,5.461219,0,nan,4.89282,4.89282,0.24807406266530355,0.23658088008562725,5.877931011666669,15.5769,low_progress
-401.2239,150,6.362632,0,nan,5.51367,5.51367,0.26745705525080365,0.2544524153073629,6.6207451799999975,18.2543,low_progress
-403.45667,150,7.813405,0,nan,3.66846,3.66846,0.1551164714495341,0.40285187840461734,4.429269739999999,12.2707,low_progress
-405.44772,150,9.262705,0,nan,1.63525,1.63525,0.11148228804270427,0.49375444451967876,1.9705564420000004,8.08955,low_progress
-405.9914,150,10.712459,0,nan,2.57544,2.57544,0.1684376009305318,0.5125824252764384,3.1438867693333337,6.26171,low_progress
-402.81424,150,12.145561,0,nan,4.02783,4.02783,0.21080066919326781,0.5340213449796041,4.838654623999999,12.8178,low_progress
-398.37375,150,13.594169,0,nan,8.46362,8.46362,0.6244723081588746,0.2018635328610738,10.153294512666664,28.3049,low_progress
-399.77826,150,15.042732,0,nan,6.83545,6.83545,0.43391068299611407,0.3014428361256917,8.194583752000002,16.7136,low_progress
-401.76035,150,16.482109,0,nan,4.6814,4.6814,0.28391021966934205,0.4533450218041738,5.617876458,12.115,low_progress
-406.07935,150,17.97479,0,nan,0.31958,0.31958,0.07670478423436483,0.5853412107626597,0.3830911198666667,1.79205,low_progress
-403.60678,150,19.439819,0,nan,3.16016,3.16016,0.13972551504770914,0.5355631466706594,3.7943299313333347,10.7393,low_progress
-401.4677,150,20.904094,0,nan,4.77148,4.77148,0.22565060536066692,0.48044816573460897,5.722979574666668,12.333,low_progress
-403.82327,150,22.354136,0,nan,2.59497,2.59497,0.14236368815104167,0.5093045890331268,3.117558054666666,8.51442,low_progress
-403.15952,150,23.807309,0,nan,3.15527,3.15527,0.12773513714472454,0.5756500907739004,3.780226077999999,6.93676,low_progress
-404.87296,150,25.256861,0,nan,1.42163,1.42163,0.10802178462346394,0.5048539026578267,1.7064045426666665,4.8119,low_progress
-403.53656,150,26.714084,0,nan,2.75073,2.75073,0.1534888490041097,0.5969844059149424,3.2964075610933325,6.43952,low_progress
-404.7231,150,28.177034,0,nan,1.61133,1.61133,0.13682607412338257,0.5594269295533498,1.9316716900000002,4.34191,low_progress
-403.81448,150,29.62449,0,nan,2.54395,2.54395,0.14346712509791057,0.5508776410420736,3.051188691266666,6.25651,low_progress
-404.5195,150,31.114844,0,nan,2.06323,2.06323,0.11274158080418904,0.44122732599576314,2.476668652666667,5.1677,low_progress
-403.6414,150,32.636662,0,nan,2.90674,2.90674,0.11834608713785807,0.3330326795578003,3.490279553333332,9.2129,low_progress
-403.94946,150,34.139597,0,nan,2.71558,2.71558,0.13672271331151326,0.23994193156560262,3.267484727333333,9.73205,low_progress
-405.38718,150,35.612661,0,nan,1.21509,1.21509,0.053718401590983074,0.23179320017496743,1.4548859539999999,4.24246,low_progress
-404.51,150,37.068957,0,nan,2.11597,2.11597,0.10914930661519369,0.20204510807991027,2.5427012233333333,7.72599,low_progress
-405.36487,150,38.535256,0,nan,1.2207,1.2207,0.08549868742624919,0.22891093691190084,1.4670160736000002,5.20596,low_progress
-405.7651,150,39.98903,0,nan,0.738525,0.738525,0.07907314856847127,0.22783602635065714,0.8858230433333334,2.43579,low_progress
-405.91794,150,41.449327,0,nan,0.714111,0.714111,0.039256662527720136,0.19617582003275552,0.8555249906666668,3.11428,low_progress
-405.7057,150,42.903016,0,nan,0.865479,0.865479,0.06068832159042358,0.22483928521474203,1.0355515931333334,2.6229,low_progress
-406.3201,150,44.337933,0,nan,0.0810547,0.0810547,0.024491686820983887,0.2320217037200928,0.09129666616000001,0.626684,low_progress
-405.5936,150,45.804789,0,nan,1.08545,1.08545,0.05270319859186808,0.19620958844820657,1.3069865026666665,4.55942,low_progress
-405.81177,150,47.27288,0,nan,0.370361,0.370361,0.028172314167022705,0.4696496057510376,0.44330721786666666,2.22744,low_progress
-403.98602,150,48.690644,0,nan,2.24023,2.24023,0.10868467251459757,0.3033526579538981,2.6924921526666665,9.27608,low_progress
-402.87012,150,50.154251,0,nan,3.95288,3.95288,0.16345648845036825,0.45338431239128113,4.747273541999999,12.6237,low_progress
-401.04135,150,51.555779,0,nan,5.39209,5.39209,0.30221705357233686,0.27716225266456607,6.4727271406666675,16.1595,low_progress
-401.11902,150,53.024525,0,nan,5.42188,5.42188,0.28446178197860716,0.326174772977829,6.5065425293333305,16.0422,low_progress
-400.0365,150,54.500058,0,nan,6.125,6.125,0.24560796817143757,0.3644123895963033,7.341749185333336,17.0773,low_progress
