#{"t_start": 1781470625.767015, "env_id": "None"}
r,l,t,laps_completed,last_lap_time,progress_distance,distance_raced,mean_throttle,mean_brake,mean_speed,max_speed,termination_reason
-206.0004,500,2.636767,0,nan,34.8495,34.8495,0.24799962544441223,0.23643468058109282,12.264025457400004,18.4454,off_track
-187.23337,833,5.587407,0,nan,62.7597,62.7597,0.2710885540777896,0.23939212179985367,13.280504562785119,18.4209,off_track
-199.31348,2026,18.180405,0,nan,159.827,159.827,0.26494093126040924,0.2790150362023714,13.623319702221169,19.8885,off_track
-207.23795,528,22.113442,0,nan,37.4266,37.4266,0.24109903090831006,0.27035898218552273,12.460586716098495,19.4626,off_track
-188.24524,1897,33.998279,0,nan,145.207,145.207,0.2267142324995605,0.27952068070078373,13.281405035160798,19.5489,off_track
-200.60641,968,40.515645,0,nan,73.8895,73.8895,0.20622351297662278,0.2587794636276143,13.197359947520651,17.7751,off_track
-201.557,712,45.412182,0,nan,50.1285,50.1285,0.17004678004913115,0.29263974935486076,12.371277184971918,19.1112,off_track
-218.33315,695,50.232047,0,nan,40.376,40.376,0.1442557866624791,0.2878362939512129,10.26103632417265,22.2068,off_track
-194.50475,575,54.289578,0,nan,47.9559,47.9559,0.2785811872067659,0.1704037698455479,14.527961563304334,27.0062,off_track
-207.24841,599,58.547881,0,nan,39.4827,39.4827,0.19813636288619002,0.20955602971460663,11.606934768614353,22.8376,off_track
-189.98637,385,61.571689,0,nan,40.323,40.323,0.28628355496889585,0.17502984721939285,18.20397943220778,47.8745,off_track
-183.60013,360,64.351481,0,nan,42.898,42.898,0.3438465075360404,0.14118197179502912,20.598792547500015,49.3647,off_track
-182.84746,384,67.134539,0,nan,44.8387,44.8387,0.3582218795393904,0.20658041024580598,19.925286823177075,46.283,off_track
-194.24863,505,70.885095,0,nan,42.8589,42.8589,0.2523171030648864,0.2898271352937906,14.68490543465346,33.4069,off_track
-190.24268,366,73.710462,0,nan,35.9273,35.9273,0.33536764181376805,0.23540619715966812,17.225910908196727,36.2432,off_track
-192.20364,378,76.555915,0,nan,36.8066,36.8066,0.27697779293413516,0.2772196040897773,16.94097276666667,39.9309,off_track
-202.71127,150,79.569446,0,nan,2.57153,2.57153,0.14207982619603474,0.0,3.1019371073999995,12.1852,low_progress
-202.71127,150,80.213057,0,nan,2.57153,2.57153,0.14207982619603474,0.0,3.1019371073999995,12.1852,low_progress
-202.71127,150,80.865988,0,nan,2.57153,2.57153,0.14207982619603474,0.0,3.1019371073999995,12.1852,low_progress
