#{"t_start": 1781470312.614462, "env_id": "None"}
r,l,t,laps_completed,last_lap_time,progress_distance,distance_raced,mean_throttle,mean_brake,mean_speed,max_speed,termination_reason
-413.37866,150,57.247994,0,nan,3.09521,3.09521,0.20653283834457398,0.47825780193010964,3.711551418,6.81942,low_progress
-414.1087,150,58.701647,0,nan,2.49365,2.49365,0.1003857390085856,0.4273472865422567,2.993094742,6.96838,low_progress
-415.51544,150,60.171777,0,nan,1.09937,1.09937,0.053458464940389,0.39337191621462503,1.317023376666667,2.92654,low_progress
-415.90628,150,61.626824,0,nan,0.4375,0.4375,0.045499631563822425,0.40759201169013975,0.5295544500000001,3.73191,low_progress
-407.9292,150,63.077169,0,nan,9.30298,9.30298,0.42858472029368083,0.21341657280921936,11.204560900000004,34.449,low_progress
-400.9655,362,65.846977,0,nan,38.7245,38.7245,0.2558499986295542,0.49006616295371924,18.090830549171287,55.4896,low_progress
-406.8513,150,67.289609,0,nan,9.95288,9.95288,0.5491477386156718,0.15487251043319702,11.969900702666667,32.7127,low_progress
-406.99008,150,68.815803,0,nan,9.82397,9.82397,0.4990232563018799,0.09614514350891114,11.819483915533333,32.2611,low_progress
-408.78644,150,70.315806,0,nan,8.29517,8.29517,0.49497986714045206,0.10460315505663553,9.973567983999999,24.4472,low_progress
-409.5525,150,71.832891,0,nan,7.53784,7.53784,0.38170904318491616,0.21567922870318096,9.057628352586667,22.7154,low_progress
-410.28757,150,73.295674,0,nan,6.79468,6.79468,0.31442432721455893,0.16949286699295044,8.172258969333333,21.8408,low_progress
-411.59363,150,74.752422,0,nan,5.89844,5.89844,0.4067163832982381,0.24809906442960103,7.097697006,21.542,low_progress
-409.37656,150,76.229283,0,nan,7.60645,7.60645,0.34433098951975505,0.20029513716697692,9.138928931333329,25.3812,low_progress
-409.07956,150,77.684478,0,nan,7.7085,7.7085,0.38164037545522056,0.10804728507995605,9.25212332333333,24.8615,low_progress
-410.67065,150,79.137439,0,nan,6.35889,6.35889,0.46683008432388307,0.1360882047812144,7.643588191999999,24.9278,low_progress
-411.28738,150,80.590336,0,nan,5.37427,5.37427,0.39943456729253135,0.1937499455610911,6.467813821666665,24.5346,low_progress
-410.97806,150,82.037135,0,nan,5.90869,5.90869,0.34381086508433023,0.12103412866592407,7.10161092,18.258,low_progress
-410.36728,150,83.479376,0,nan,6.46338,6.46338,0.2854610975583394,0.2928287208080292,7.7590212133333365,19.8019,low_progress
-408.85687,150,84.943896,0,nan,7.9165,7.9165,0.40061985890070595,0.15372785091400146,9.508291057333336,27.7938,low_progress
-410.35223,150,86.414771,0,nan,6.44482,6.44482,0.3073978130022685,0.19825761516888937,7.735239195133333,16.7654,low_progress
-409.91544,150,87.862493,0,nan,6.90039,6.90039,0.44856006304423013,0.13645279924074807,8.283305180000001,19.8755,low_progress
-410.10638,150,89.324051,0,nan,6.70093,6.70093,0.25637567122777305,0.26688620924949646,8.04688531,18.9818,low_progress
-409.63208,150,90.765293,0,nan,7.2124,7.2124,0.41543924490610756,0.19787498474121093,8.67326396466667,25.0335,low_progress
-410.58627,150,92.216942,0,nan,6.26416,6.26416,0.31786052862803144,0.3160233716169993,7.522175430000002,23.1646,low_progress
-411.7647,150,93.682171,0,nan,5.03223,5.03223,0.2682307402292887,0.352397176027298,6.050662492666666,16.7819,low_progress
-407.11014,150,95.131968,0,nan,9.3811,9.3811,0.4286643648147583,0.21446497797966002,11.258664550666667,29.0968,low_progress
-409.24585,150,96.570379,0,nan,7.26978,7.26978,0.4001143129666646,0.15658711711565654,8.722511897333336,26.8583,low_progress
-409.59668,150,98.024445,0,nan,6.95947,6.95947,0.42748726685841876,0.13137805223464966,8.346662330666664,21.4465,low_progress
-409.49207,150,99.471725,0,nan,7.08838,7.08838,0.3868119970957438,0.21287501653035482,8.508106294,20.6525,low_progress
-408.2128,150,100.92419,0,nan,8.48999,8.48999,0.4476389988263448,0.16500011563301087,10.199739997333339,29.0521,low_progress
-409.16684,150,102.375044,0,nan,7.26563,7.26563,0.3834704844156901,0.20409434398015341,8.721595688666664,18.6209,low_progress
-411.28937,150,103.788151,0,nan,5.38013,5.38013,0.34568625450134277,0.31504680355389914,6.4647677413333335,18.2524,low_progress
-408.62094,150,105.23194,0,nan,7.83936,7.83936,0.4002372964223226,0.15474115212758383,9.415208655333329,26.3798,low_progress
-407.53494,150,106.679549,0,nan,8.70923,8.70923,0.437557737827301,0.10795272469520568,10.45219580733333,22.4263,low_progress
-407.70892,150,108.133687,0,nan,8.54761,8.54761,0.4896302048365275,0.11191408276557922,10.252729878666669,25.3241,low_progress
-414.02072,150,109.583987,0,nan,2.17358,2.17358,0.3133827582995097,0.26397244970003764,2.599797232933333,4.66072,low_progress
-413.30878,150,111.04197,0,nan,2.60132,2.60132,0.3281562066078186,0.26863722761472064,3.1146638782666667,5.38274,low_progress
-413.0947,150,112.485697,0,nan,2.63379,2.63379,0.3354178810119629,0.25894051988919575,3.152955140333333,5.88497,low_progress
-414.25378,150,113.942967,0,nan,1.32227,1.32227,0.23171041965484618,0.3142480560143789,1.5809006222666675,3.1078,low_progress
-414.03296,150,115.383112,0,nan,1.49072,1.49072,0.21911965688069662,0.2179471270243327,1.783967610133333,3.20363,low_progress
-413.74808,150,116.849518,0,nan,1.74146,1.74146,0.25565778493881225,0.25035155812899273,2.0842749616666665,3.76172,low_progress
-414.133,150,118.324107,0,nan,1.38037,1.38037,0.2536071260770162,0.22026361425717672,1.6503436245333334,2.99788,low_progress
-413.1308,150,119.827625,0,nan,2.35059,2.35059,0.30233328262964887,0.16499093413352967,2.817234671600001,6.3972,low_progress
-413.39355,150,121.295471,0,nan,2.07373,2.07373,0.2768221831321716,0.2424138911565145,2.4853369126666665,4.96999,low_progress
-413.75888,150,122.770059,0,nan,1.66357,1.66357,0.2778069186210632,0.19394477446873984,1.9921150182666656,4.49641,low_progress
-412.91104,150,124.241791,0,nan,2.66528,2.66528,0.2756121269861857,0.16047001679738362,3.199645693599999,6.995,low_progress
-409.89645,150,125.694003,0,nan,6.01709,6.01709,0.4065281653404236,0.21708454767862956,7.222338816666667,19.0985,low_progress
-409.241,150,127.125041,0,nan,6.64795,6.64795,0.478263369401296,0.14862564961115518,7.982039164666666,27.4798,low_progress
-411.71057,150,128.585974,0,nan,4.05811,4.05811,0.27967475016911825,0.33868701179822286,4.865399764000001,10.23,low_progress
-412.8953,150,130.070924,0,nan,2.77441,2.77441,0.0967672618230184,0.6890401947498321,3.3273963363333334,7.54003,low_progress
-414.1239,150,131.52627,0,nan,1.62866,1.62866,0.05531567811965942,0.7586470150947571,1.9559452546,5.79106,low_progress
-415.9279,150,133.031817,0,nan,0.0,-0.0158691,0.0014467469851175943,0.8400911819934845,-0.023928151059999993,0.252034,low_progress
-410.70477,150,134.603997,0,nan,5.00342,5.00342,0.19581520398457844,0.48872560143470767,5.997670215333334,12.5602,low_progress
